Invoice ID,City,Product line,Unit price,Quantity,Date,Payment,Rating,year,month,day_of_week,profit,revenue,profit_margin
587-03-7455,Naypyitaw,Fashion accessories,97.79,7,2019-02-16,Ewallet,4.9,2019,2,Saturday,684.5300000000001,683.5300000000001,1.0014629935774582
882-40-4577,Yangon,Sports and travel,67.26,4,2019-01-19,Credit card,8.0,2019,1,Saturday,269.04,268.04,1.0037307864497835
732-67-5346,Yangon,Food and beverages,13.79,5,2019-01-11,Credit card,7.8,2019,1,Friday,68.94999999999999,67.94999999999999,1.0147167034584252
725-32-9708,Mandalay,Fashion accessories,68.71,4,2019-01-04,Cash,4.1,2019,1,Friday,274.84,273.84,1.0036517674554484
256-08-8343,Yangon,Home and lifestyle,56.53,4,2019-03-04,Ewallet,5.5,2019,3,Monday,226.12,225.12,1.0044420753375978
372-26-1506,Naypyitaw,Fashion accessories,23.82,5,2019-01-28,Ewallet,5.4,2019,1,Monday,119.1,118.1,1.008467400508044
244-08-0162,Mandalay,Health and beauty,34.21,10,2019-01-02,Cash,5.1,2019,1,Wednesday,342.1,341.1,1.0029316915860451
569-71-4390,Mandalay,Sports and travel,21.87,2,2019-01-25,Ewallet,6.9,2019,1,Friday,43.74,42.74,1.023397285914834
132-23-6451,Yangon,Health and beauty,20.97,5,2019-01-04,Cash,7.8,2019,1,Friday,104.85,103.85,1.0096292729898892
696-90-2548,Yangon,Sports and travel,25.84,3,2019-03-10,Ewallet,6.6,2019,3,Sunday,77.52,76.52,1.0130684788290643
472-15-9636,Yangon,Home and lifestyle,50.93,8,2019-03-22,Ewallet,9.2,2019,3,Friday,407.44,406.44,1.0024603877571105
268-03-6164,Mandalay,Health and beauty,96.11,1,2019-01-25,Ewallet,7.8,2019,1,Friday,96.11,95.11,1.010514141520345
750-57-9686,Naypyitaw,Home and lifestyle,45.38,4,2019-01-08,Credit card,8.7,2019,1,Tuesday,181.52,180.52,1.0055395524041657
186-09-3669,Naypyitaw,Health and beauty,81.51,1,2019-01-22,Ewallet,9.2,2019,1,Tuesday,81.51,80.51,1.0124208172897777
848-07-1692,Mandalay,Health and beauty,57.22,2,2019-01-12,Ewallet,8.3,2019,1,Saturday,114.44,113.44,1.0088152327221438
745-71-3520,Yangon,Electronic accessories,25.22,7,2019-02-04,Cash,8.2,2019,2,Monday,176.54,175.54,1.0056967073031788
266-76-6436,Naypyitaw,Food and beverages,38.6,3,2019-03-28,Ewallet,7.5,2019,3,Thursday,115.80000000000001,114.80000000000001,1.0087108013937283
740-22-2500,Naypyitaw,Electronic accessories,84.05,3,2019-01-23,Cash,9.8,2019,1,Wednesday,252.14999999999998,251.14999999999998,1.0039816842524387
271-88-8734,Naypyitaw,Fashion accessories,97.21,10,2019-02-08,Credit card,8.7,2019,2,Friday,972.0999999999999,971.0999999999999,1.0010297600659046
301-81-8610,Mandalay,Fashion accessories,25.42,8,2019-03-19,Credit card,6.7,2019,3,Tuesday,203.36,202.36,1.0049416880806483
489-64-4354,Naypyitaw,Fashion accessories,16.28,1,2019-03-09,Cash,5.0,2019,3,Saturday,16.28,15.280000000000001,1.0654450261780104
198-84-7132,Mandalay,Fashion accessories,40.61,9,2019-01-02,Cash,7.0,2019,1,Wednesday,365.49,364.49,1.0027435594940877
269-10-8440,Yangon,Health and beauty,53.17,7,2019-01-21,Cash,8.9,2019,1,Monday,372.19,371.19,1.0026940380936986
650-98-6268,Mandalay,Food and beverages,20.87,3,2019-03-20,Credit card,8.0,2019,3,Wednesday,62.61,61.61,1.0162311313098522
741-73-3559,Mandalay,Sports and travel,67.27,5,2019-02-27,Cash,6.9,2019,2,Wednesday,336.34999999999997,335.34999999999997,1.0029819591471596
325-77-6186,Yangon,Home and lifestyle,90.65,10,2019-03-08,Ewallet,7.3,2019,3,Friday,906.5,905.5,1.0011043622308118
286-75-7818,Mandalay,Fashion accessories,69.08,2,2019-01-31,Credit card,6.9,2019,1,Thursday,138.16,137.16,1.0072907553222514
574-57-9721,Naypyitaw,Food and beverages,43.27,2,2019-03-08,Ewallet,5.7,2019,3,Friday,86.54,85.54,1.011690437222352
459-50-7686,Yangon,Electronic accessories,23.46,6,2019-01-13,Ewallet,6.4,2019,1,Sunday,140.76,139.76,1.0071551230681168
751-69-0068,Naypyitaw,Sports and travel,99.24,9,2019-03-19,Ewallet,9.0,2019,3,Tuesday,893.16,892.16,1.0011208751793401
257-73-1380,Naypyitaw,Sports and travel,82.93,4,2019-01-20,Ewallet,9.6,2019,1,Sunday,331.72,330.72,1.0030237058538944
345-08-4992,Yangon,Home and lifestyle,33.99,6,2019-03-08,Credit card,7.7,2019,3,Friday,203.94,202.94,1.0049275647974771
549-96-4200,Naypyitaw,Food and beverages,17.04,4,2019-03-08,Ewallet,7.0,2019,3,Friday,68.16,67.16,1.0148898153662895
810-60-6344,Naypyitaw,Electronic accessories,40.86,8,2019-02-07,Credit card,6.5,2019,2,Thursday,326.88,325.88,1.003068614213821
450-28-2866,Naypyitaw,Food and beverages,17.44,5,2019-01-15,Cash,8.1,2019,1,Tuesday,87.2,86.2,1.011600928074246
394-30-3170,Mandalay,Sports and travel,88.43,8,2019-03-22,Credit card,4.3,2019,3,Friday,707.44,706.44,1.0014155483834437
138-17-5109,Yangon,Home and lifestyle,89.21,9,2019-01-15,Credit card,6.5,2019,1,Tuesday,802.89,801.89,1.001247053835314
192-98-7397,Naypyitaw,Fashion accessories,12.78,1,2019-01-08,Ewallet,9.5,2019,1,Tuesday,12.78,11.78,1.0848896434634974
301-11-9629,Yangon,Sports and travel,19.1,7,2019-01-15,Cash,9.7,2019,1,Tuesday,133.70000000000002,132.70000000000002,1.0075357950263752
390-80-5128,Mandalay,Health and beauty,19.15,1,2019-01-28,Credit card,9.5,2019,1,Monday,19.15,18.15,1.0550964187327825
235-46-8343,Naypyitaw,Food and beverages,27.66,10,2019-02-14,Credit card,8.9,2019,2,Thursday,276.6,275.6,1.0036284470246735
453-12-7053,Naypyitaw,Fashion accessories,45.74,3,2019-03-10,Credit card,6.5,2019,3,Sunday,137.22,136.22,1.007341065922772
296-11-7041,Mandalay,Health and beauty,27.07,1,2019-01-12,Credit card,5.3,2019,1,Saturday,27.07,26.07,1.0383582662063675
449-27-2918,Mandalay,Sports and travel,39.12,1,2019-03-26,Credit card,9.6,2019,3,Tuesday,39.12,38.12,1.0262329485834207
891-01-7034,Mandalay,Electronic accessories,74.71,6,2019-01-01,Cash,6.7,2019,1,Tuesday,448.26,447.26,1.0022358359790726
744-09-5786,Mandalay,Electronic accessories,22.01,6,2019-01-02,Cash,7.6,2019,1,Wednesday,132.06,131.06,1.0076300930871356
727-17-0390,Yangon,Food and beverages,63.61,5,2019-03-16,Ewallet,4.8,2019,3,Saturday,318.05,317.05,1.0031540766440625
568-88-3448,Yangon,Health and beauty,25.0,1,2019-03-03,Ewallet,5.5,2019,3,Sunday,25.0,24.0,1.0416666666666667
187-83-5490,Yangon,Electronic accessories,20.77,4,2019-01-31,Cash,4.7,2019,1,Thursday,83.08,82.08,1.0121832358674463
767-54-1907,Mandalay,Fashion accessories,29.56,5,2019-02-13,Cash,6.9,2019,2,Wednesday,147.79999999999998,146.79999999999998,1.0068119891008174
710-46-4433,Mandalay,Food and beverages,77.4,9,2019-02-15,Credit card,4.5,2019,2,Friday,696.6,695.6,1.0014376078205864
533-33-5337,Mandalay,Electronic accessories,79.39,10,2019-02-07,Cash,6.2,2019,2,Thursday,793.9,792.9,1.001261193088662
325-90-8763,Naypyitaw,Electronic accessories,46.57,10,2019-01-27,Cash,7.6,2019,1,Sunday,465.7,464.7,1.0021519259737466
729-46-7422,Naypyitaw,Food and beverages,35.89,1,2019-02-23,Credit card,7.9,2019,2,Saturday,35.89,34.89,1.0286615075952996
639-76-1242,Naypyitaw,Food and beverages,40.52,5,2019-02-03,Cash,4.5,2019,2,Sunday,202.60000000000002,201.60000000000002,1.0049603174603174
234-03-4040,Mandalay,Food and beverages,73.05,10,2019-03-03,Credit card,8.7,2019,3,Sunday,730.5,729.5,1.0013708019191228
326-71-2155,Naypyitaw,Sports and travel,73.95,4,2019-02-03,Cash,6.1,2019,2,Sunday,295.8,294.8,1.003392130257802
320-32-8842,Naypyitaw,Food and beverages,22.62,1,2019-03-17,Cash,6.4,2019,3,Sunday,22.62,21.62,1.0462534690101757
470-32-9057,Yangon,Food and beverages,51.34,5,2019-03-28,Credit card,9.1,2019,3,Thursday,256.70000000000005,255.70000000000005,1.0039108330074307
878-30-2331,Naypyitaw,Sports and travel,54.55,10,2019-03-02,Credit card,7.1,2019,3,Saturday,545.5,544.5,1.0018365472910928
440-59-5691,Naypyitaw,Health and beauty,37.15,7,2019-02-08,Credit card,7.7,2019,2,Friday,260.05,259.05,1.0038602586373286
554-53-3790,Mandalay,Sports and travel,37.02,6,2019-03-22,Cash,4.5,2019,3,Friday,222.12,221.12,1.0045224312590448
746-19-0921,Naypyitaw,Food and beverages,21.58,1,2019-02-09,Ewallet,7.2,2019,2,Saturday,21.58,20.58,1.0485908649173956
233-34-0817,Naypyitaw,Electronic accessories,98.84,1,2019-02-15,Cash,8.4,2019,2,Friday,98.84,97.84,1.0102207686017988
767-05-1286,Naypyitaw,Home and lifestyle,83.77,6,2019-01-23,Ewallet,5.4,2019,1,Wednesday,502.62,501.62,1.0019935409273952
340-21-9136,Yangon,Sports and travel,40.05,4,2019-01-25,Cash,9.7,2019,1,Friday,160.2,159.2,1.006281407035176
405-31-3305,Yangon,Fashion accessories,43.13,10,2019-02-02,Credit card,5.5,2019,2,Saturday,431.3,430.3,1.0023239600278875
731-59-7531,Mandalay,Health and beauty,72.57,8,2019-03-30,Cash,4.6,2019,3,Saturday,580.56,579.56,1.0017254468907446
676-39-6028,Yangon,Electronic accessories,64.44,5,2019-03-30,Cash,6.6,2019,3,Saturday,322.2,321.2,1.0031133250311333
502-05-1910,Yangon,Health and beauty,65.18,3,2019-02-25,Credit card,6.3,2019,2,Monday,195.54000000000002,194.54000000000002,1.0051403310373188
485-30-8700,Yangon,Sports and travel,33.26,5,2019-03-18,Credit card,4.2,2019,3,Monday,166.29999999999998,165.29999999999998,1.0060496067755595
598-47-9715,Naypyitaw,Electronic accessories,84.07,4,2019-03-07,Ewallet,4.4,2019,3,Thursday,336.28,335.28,1.0029825817227391
701-69-8742,Mandalay,Sports and travel,34.37,10,2019-03-16,Ewallet,6.7,2019,3,Saturday,343.7,342.7,1.0029180040852057
575-67-1508,Yangon,Electronic accessories,38.6,1,2019-01-29,Ewallet,6.7,2019,1,Tuesday,38.6,37.6,1.0265957446808511
541-08-3113,Naypyitaw,Food and beverages,65.97,8,2019-02-02,Cash,8.4,2019,2,Saturday,527.76,526.76,1.001898397752297
246-11-3901,Naypyitaw,Electronic accessories,32.8,10,2019-02-15,Cash,6.2,2019,2,Friday,328.0,327.0,1.003058103975535
674-15-9296,Yangon,Sports and travel,37.14,5,2019-01-08,Ewallet,5.0,2019,1,Tuesday,185.7,184.7,1.0054141851651326
305-18-3552,Mandalay,Home and lifestyle,60.38,10,2019-02-12,Cash,6.0,2019,2,Tuesday,603.8000000000001,602.8000000000001,1.0016589250165893
493-65-6248,Naypyitaw,Sports and travel,36.98,10,2019-01-01,Credit card,7.0,2019,1,Tuesday,369.79999999999995,368.79999999999995,1.0027114967462039
438-01-4015,Mandalay,Sports and travel,49.49,4,2019-03-21,Ewallet,6.6,2019,3,Thursday,197.96,196.96,1.005077173030057
709-58-4068,Mandalay,Fashion accessories,41.09,10,2019-02-28,Cash,7.3,2019,2,Thursday,410.90000000000003,409.90000000000003,1.0024396194193705
795-49-7276,Yangon,Fashion accessories,37.15,4,2019-03-23,Ewallet,8.3,2019,3,Saturday,148.6,147.6,1.0067750677506775
556-72-8512,Naypyitaw,Home and lifestyle,22.96,1,2019-01-30,Cash,4.3,2019,1,Wednesday,22.96,21.96,1.0455373406193078
627-95-3243,Mandalay,Home and lifestyle,77.68,9,2019-02-04,Ewallet,9.8,2019,2,Monday,699.1200000000001,698.1200000000001,1.0014324184953876
686-41-0932,Mandalay,Fashion accessories,34.7,2,2019-03-13,Ewallet,8.2,2019,3,Wednesday,69.4,68.4,1.0146198830409356
510-09-5628,Yangon,Fashion accessories,19.66,10,2019-03-15,Credit card,7.2,2019,3,Friday,196.6,195.6,1.0051124744376279
608-04-3797,Mandalay,Health and beauty,25.32,8,2019-03-05,Ewallet,8.7,2019,3,Tuesday,202.56,201.56,1.0049613018456043
148-82-2527,Naypyitaw,Home and lifestyle,12.12,10,2019-03-05,Credit card,8.4,2019,3,Tuesday,121.19999999999999,120.19999999999999,1.0083194675540765
437-53-3084,Mandalay,Fashion accessories,99.89,2,2019-02-26,Ewallet,7.1,2019,2,Tuesday,199.78,198.78,1.0050306871918704
632-32-4574,Mandalay,Sports and travel,75.92,8,2019-03-20,Cash,5.5,2019,3,Wednesday,607.36,606.36,1.0016491853024605
556-97-7101,Naypyitaw,Electronic accessories,63.22,2,2019-01-01,Cash,8.5,2019,1,Tuesday,126.44,125.44,1.0079719387755102
862-59-8517,Naypyitaw,Food and beverages,90.24,6,2019-01-27,Cash,6.2,2019,1,Sunday,541.4399999999999,540.4399999999999,1.0018503441640145
401-18-8016,Mandalay,Sports and travel,98.13,1,2019-01-21,Cash,8.9,2019,1,Monday,98.13,97.13,1.0102954802841553
420-18-8989,Yangon,Sports and travel,51.52,8,2019-02-02,Cash,9.6,2019,2,Saturday,412.16,411.16,1.002432143204592
277-63-2961,Mandalay,Sports and travel,73.97,1,2019-02-03,Credit card,5.4,2019,2,Sunday,73.97,72.97,1.01370426202549
573-98-8548,Naypyitaw,Fashion accessories,31.9,1,2019-01-05,Ewallet,9.1,2019,1,Saturday,31.9,30.9,1.0323624595469256
620-02-2046,Naypyitaw,Home and lifestyle,69.4,2,2019-01-27,Ewallet,9.0,2019,1,Sunday,138.8,137.8,1.007256894049347
282-35-2475,Mandalay,Sports and travel,93.31,2,2019-03-25,Cash,6.3,2019,3,Monday,186.62,185.62,1.0053873505010236
511-54-3087,Mandalay,Sports and travel,88.45,1,2019-02-25,Credit card,9.5,2019,2,Monday,88.45,87.45,1.0114351057747284
726-29-6793,Yangon,Electronic accessories,24.18,8,2019-01-28,Ewallet,9.8,2019,1,Monday,193.44,192.44,1.0051964248596965
387-49-4215,Mandalay,Sports and travel,48.5,3,2019-01-08,Cash,6.7,2019,1,Tuesday,145.5,144.5,1.0069204152249136
862-17-9201,Mandalay,Food and beverages,84.05,6,2019-01-29,Credit card,7.7,2019,1,Tuesday,504.29999999999995,503.29999999999995,1.001986886548778
291-21-5991,Mandalay,Health and beauty,61.29,5,2019-03-29,Cash,7.0,2019,3,Friday,306.45,305.45,1.003273858241938
602-80-9671,Naypyitaw,Home and lifestyle,15.95,6,2019-02-09,Credit card,5.1,2019,2,Saturday,95.69999999999999,94.69999999999999,1.010559662090813
347-72-6115,Mandalay,Sports and travel,90.74,7,2019-01-16,Credit card,6.2,2019,1,Wednesday,635.18,634.18,1.0015768393831403
209-61-0206,Yangon,Home and lifestyle,42.91,5,2019-01-05,Ewallet,6.1,2019,1,Saturday,214.54999999999998,213.54999999999998,1.0046827440880355
595-27-4851,Yangon,Fashion accessories,54.28,7,2019-01-27,Ewallet,9.3,2019,1,Sunday,379.96000000000004,378.96000000000004,1.0026388009288578
189-52-0236,Yangon,Electronic accessories,99.55,7,2019-03-14,Cash,7.6,2019,3,Thursday,696.85,695.85,1.0014370913271537
503-07-0930,Naypyitaw,Sports and travel,58.39,7,2019-02-23,Credit card,8.2,2019,2,Saturday,408.73,407.73,1.00245260343855
413-20-6708,Naypyitaw,Fashion accessories,51.47,1,2019-03-18,Ewallet,8.5,2019,3,Monday,51.47,50.47,1.0198137507430156
425-85-2085,Mandalay,Health and beauty,54.86,5,2019-03-29,Ewallet,9.8,2019,3,Friday,274.3,273.3,1.0036589828027809
521-18-7827,Naypyitaw,Home and lifestyle,39.39,5,2019-01-22,Credit card,8.7,2019,1,Tuesday,196.95,195.95,1.0051033426894616
220-28-1851,Yangon,Home and lifestyle,34.73,2,2019-03-01,Ewallet,9.7,2019,3,Friday,69.46,68.46,1.0146070698217937
600-38-9738,Naypyitaw,Sports and travel,71.92,5,2019-01-17,Credit card,4.3,2019,1,Thursday,359.6,358.6,1.0027886224205242
734-91-1155,Mandalay,Electronic accessories,45.71,3,2019-03-26,Credit card,7.7,2019,3,Tuesday,137.13,136.13,1.0073459193418057
451-28-5717,Naypyitaw,Home and lifestyle,83.17,6,2019-03-20,Cash,7.3,2019,3,Wednesday,499.02,498.02,1.0020079514878921
609-81-8548,Yangon,Home and lifestyle,37.44,6,2019-02-06,Credit card,5.9,2019,2,Wednesday,224.64,223.64,1.0044714720085852
133-14-7229,Naypyitaw,Health and beauty,62.87,2,2019-01-01,Cash,5.0,2019,1,Tuesday,125.74,124.74,1.0080166746833414
534-01-4457,Yangon,Food and beverages,81.71,6,2019-01-27,Credit card,8.0,2019,1,Sunday,490.26,489.26,1.00204390303724
719-89-8991,Yangon,Sports and travel,91.41,5,2019-02-25,Ewallet,7.1,2019,2,Monday,457.04999999999995,456.04999999999995,1.002192742023901
286-62-6248,Mandalay,Fashion accessories,39.21,4,2019-01-16,Credit card,9.0,2019,1,Wednesday,156.84,155.84,1.0064168377823408
339-38-9982,Mandalay,Fashion accessories,59.86,2,2019-01-13,Ewallet,6.7,2019,1,Sunday,119.72,118.72,1.008423180592992
827-44-5872,Mandalay,Food and beverages,54.36,10,2019-02-07,Credit card,6.1,2019,2,Thursday,543.6,542.6,1.0018429782528566
827-77-7633,Yangon,Sports and travel,98.09,9,2019-02-17,Cash,9.3,2019,2,Sunday,882.8100000000001,881.8100000000001,1.001134031140495
287-83-1405,Yangon,Health and beauty,25.43,6,2019-02-12,Ewallet,7.0,2019,2,Tuesday,152.57999999999998,151.57999999999998,1.006597176408497
435-13-4908,Yangon,Fashion accessories,86.68,8,2019-01-24,Credit card,7.2,2019,1,Thursday,693.44,692.44,1.0014441684478077
857-67-9057,Mandalay,Electronic accessories,22.95,10,2019-02-06,Ewallet,8.2,2019,2,Wednesday,229.5,228.5,1.0043763676148796
236-27-1144,Naypyitaw,Food and beverages,16.31,9,2019-03-26,Ewallet,8.4,2019,3,Tuesday,146.79,145.79,1.006859181013787
892-05-6689,Yangon,Home and lifestyle,28.32,5,2019-03-11,Ewallet,6.2,2019,3,Monday,141.6,140.6,1.0071123755334281
583-41-4548,Naypyitaw,Home and lifestyle,16.67,7,2019-02-07,Ewallet,7.4,2019,2,Thursday,116.69000000000001,115.69000000000001,1.0086437894372893
339-12-4827,Mandalay,Fashion accessories,73.96,1,2019-01-05,Credit card,5.0,2019,1,Saturday,73.96,72.96,1.0137061403508771
643-38-7867,Yangon,Home and lifestyle,97.94,1,2019-03-07,Ewallet,6.9,2019,3,Thursday,97.94,96.94,1.010315659170621
308-81-0538,Yangon,Fashion accessories,73.05,4,2019-02-25,Credit card,4.9,2019,2,Monday,292.2,291.2,1.003434065934066
358-88-9262,Naypyitaw,Food and beverages,87.48,6,2019-02-01,Ewallet,5.1,2019,2,Friday,524.88,523.88,1.0019088340841413
460-35-4390,Yangon,Home and lifestyle,30.68,3,2019-01-22,Ewallet,9.1,2019,1,Tuesday,92.03999999999999,91.03999999999999,1.0109841827768014
343-87-0864,Naypyitaw,Health and beauty,75.88,1,2019-01-03,Credit card,7.1,2019,1,Thursday,75.88,74.88,1.0133547008547008
173-50-1108,Mandalay,Sports and travel,20.18,4,2019-02-13,Credit card,5.0,2019,2,Wednesday,80.72,79.72,1.0125439036628199
243-47-2663,Naypyitaw,Electronic accessories,18.77,6,2019-01-28,Credit card,5.5,2019,1,Monday,112.62,111.62,1.0089589679268949
841-18-8232,Mandalay,Food and beverages,71.2,1,2019-01-05,Credit card,9.2,2019,1,Saturday,71.2,70.2,1.0142450142450143
701-23-5550,Mandalay,Home and lifestyle,38.81,4,2019-03-19,Ewallet,4.9,2019,3,Tuesday,155.24,154.24,1.0064834024896265
647-50-1224,Yangon,Fashion accessories,29.42,10,2019-01-12,Ewallet,8.9,2019,1,Saturday,294.20000000000005,293.20000000000005,1.0034106412005457
541-48-8554,Yangon,Sports and travel,60.95,9,2019-01-07,Credit card,6.0,2019,1,Monday,548.5500000000001,547.5500000000001,1.001826317231303
539-21-7227,Mandalay,Sports and travel,51.54,5,2019-01-26,Cash,4.2,2019,1,Saturday,257.7,256.7,1.003895597974289
213-32-1216,Yangon,Electronic accessories,66.06,6,2019-01-23,Cash,7.3,2019,1,Wednesday,396.36,395.36,1.0025293403480373
747-58-7183,Mandalay,Fashion accessories,57.27,3,2019-02-09,Ewallet,6.5,2019,2,Saturday,171.81,170.81,1.0058544581698963
582-52-8065,Mandalay,Fashion accessories,54.31,9,2019-02-22,Cash,8.9,2019,2,Friday,488.79,487.79,1.002050062526907
210-57-1719,Mandalay,Health and beauty,58.24,9,2019-02-05,Cash,9.7,2019,2,Tuesday,524.16,523.16,1.0019114611208808
399-69-4630,Naypyitaw,Electronic accessories,22.21,6,2019-03-07,Credit card,8.6,2019,3,Thursday,133.26,132.26,1.0075608649629517
134-75-2619,Yangon,Electronic accessories,19.32,7,2019-03-25,Cash,6.9,2019,3,Monday,135.24,134.24,1.0074493444576877
356-44-8813,Mandalay,Home and lifestyle,37.48,3,2019-01-20,Credit card,7.7,2019,1,Sunday,112.44,111.44,1.0089734386216798
198-66-9832,Mandalay,Fashion accessories,72.04,2,2019-02-04,Cash,9.5,2019,2,Monday,144.08,143.08,1.0069890970086666
283-26-5248,Naypyitaw,Food and beverages,98.52,10,2019-01-30,Ewallet,4.5,2019,1,Wednesday,985.1999999999999,984.1999999999999,1.0010160536476327
712-39-0363,Yangon,Food and beverages,41.66,6,2019-01-02,Ewallet,5.6,2019,1,Wednesday,249.95999999999998,248.95999999999998,1.0040167095115682
218-59-9410,Yangon,Home and lifestyle,72.42,3,2019-03-29,Ewallet,8.2,2019,3,Friday,217.26,216.26,1.0046240636271155
174-75-0888,Mandalay,Electronic accessories,21.58,9,2019-03-14,Cash,7.3,2019,3,Thursday,194.21999999999997,193.21999999999997,1.005175447676224
866-99-7614,Naypyitaw,Food and beverages,89.2,10,2019-02-11,Credit card,4.4,2019,2,Monday,892.0,891.0,1.001122334455668
134-54-4720,Mandalay,Electronic accessories,42.42,8,2019-01-30,Ewallet,5.7,2019,1,Wednesday,339.36,338.36,1.0029554320841707
760-90-2357,Yangon,Electronic accessories,74.51,6,2019-03-20,Ewallet,5.0,2019,3,Wednesday,447.06000000000006,446.06000000000006,1.00224185087208
514-37-2845,Mandalay,Fashion accessories,99.25,2,2019-03-20,Cash,9.0,2019,3,Wednesday,198.5,197.5,1.0050632911392405
698-98-5964,Yangon,Food and beverages,81.21,10,2019-01-17,Credit card,6.3,2019,1,Thursday,812.0999999999999,811.0999999999999,1.0012328936012822
718-57-9773,Naypyitaw,Sports and travel,49.33,10,2019-02-03,Credit card,9.4,2019,2,Sunday,493.29999999999995,492.29999999999995,1.002031281738777
651-88-7328,Yangon,Fashion accessories,65.74,9,2019-01-01,Cash,7.7,2019,1,Tuesday,591.66,590.66,1.0016930213659296
241-11-2261,Mandalay,Fashion accessories,79.86,7,2019-01-10,Credit card,5.5,2019,1,Thursday,559.02,558.02,1.001792050464141
408-26-9866,Naypyitaw,Sports and travel,73.98,7,2019-03-02,Ewallet,4.1,2019,3,Saturday,517.86,516.86,1.0019347598962969
834-83-1826,Mandalay,Home and lifestyle,82.04,5,2019-02-25,Credit card,7.6,2019,2,Monday,410.20000000000005,409.20000000000005,1.0024437927663734
343-61-3544,Mandalay,Sports and travel,26.67,10,2019-01-29,Cash,8.6,2019,1,Tuesday,266.70000000000005,265.70000000000005,1.003763643206624
239-48-4278,Yangon,Food and beverages,10.13,7,2019-03-10,Ewallet,8.3,2019,3,Sunday,70.91000000000001,69.91000000000001,1.014304105278215
355-34-6244,Mandalay,Food and beverages,72.39,2,2019-01-13,Credit card,8.1,2019,1,Sunday,144.78,143.78,1.0069550702462096
550-84-8664,Yangon,Sports and travel,85.91,5,2019-03-22,Credit card,8.6,2019,3,Friday,429.54999999999995,428.54999999999995,1.0023334500058336
339-96-8318,Mandalay,Fashion accessories,81.31,7,2019-03-01,Ewallet,6.3,2019,3,Friday,569.1700000000001,568.1700000000001,1.0017600366087616
458-61-0011,Mandalay,Food and beverages,60.3,4,2019-02-20,Cash,5.8,2019,2,Wednesday,241.2,240.2,1.0041631973355538
592-34-6155,Naypyitaw,Food and beverages,31.77,4,2019-01-14,Ewallet,6.2,2019,1,Monday,127.08,126.08,1.0079314720812182
797-88-0493,Yangon,Health and beauty,64.27,4,2019-03-26,Cash,7.7,2019,3,Tuesday,257.08,256.08,1.0039050296782255
207-73-1363,Mandalay,Health and beauty,69.51,2,2019-03-01,Ewallet,8.1,2019,3,Friday,139.02,138.02,1.0072453267642372
390-31-6381,Naypyitaw,Food and beverages,27.22,3,2019-01-07,Cash,7.3,2019,1,Monday,81.66,80.66,1.012397718819737
443-82-0585,Yangon,Health and beauty,77.68,4,2019-02-01,Cash,8.4,2019,2,Friday,310.72,309.72,1.0032287227172931
339-18-7061,Naypyitaw,Fashion accessories,92.98,2,2019-02-13,Credit card,8.0,2019,2,Wednesday,185.96,184.96,1.0054065743944636
359-90-3665,Mandalay,Fashion accessories,18.08,4,2019-01-14,Credit card,9.5,2019,1,Monday,72.32,71.32,1.01402131239484
375-72-3056,Mandalay,Sports and travel,63.06,3,2019-01-19,Ewallet,7.0,2019,1,Saturday,189.18,188.18,1.0053140610054203
127-47-6963,Yangon,Health and beauty,51.71,4,2019-03-09,Credit card,9.8,2019,3,Saturday,206.84,205.84,1.004858142246405
278-86-2735,Yangon,Food and beverages,52.34,3,2019-03-27,Cash,9.2,2019,3,Wednesday,157.02,156.02,1.0064094346878605
695-28-6250,Yangon,Sports and travel,43.06,5,2019-02-04,Ewallet,7.7,2019,2,Monday,215.3,214.3,1.004666355576295
379-17-6588,Naypyitaw,Fashion accessories,59.61,10,2019-03-14,Cash,5.3,2019,3,Thursday,596.1,595.1,1.0016803898504454
227-50-3718,Yangon,Health and beauty,14.62,5,2019-03-04,Cash,4.4,2019,3,Monday,73.1,72.1,1.013869625520111
302-15-2162,Naypyitaw,Health and beauty,46.53,6,2019-03-03,Credit card,4.3,2019,3,Sunday,279.18,278.18,1.0035947947372206
788-07-8452,Naypyitaw,Home and lifestyle,24.24,7,2019-01-27,Ewallet,9.4,2019,1,Sunday,169.67999999999998,168.67999999999998,1.0059283851078966
560-49-6611,Yangon,Sports and travel,45.58,1,2019-02-07,Cash,9.8,2019,2,Thursday,45.58,44.58,1.022431583669807
880-35-0356,Yangon,Sports and travel,75.2,3,2019-02-05,Ewallet,4.8,2019,2,Tuesday,225.60000000000002,224.60000000000002,1.0044523597506678
585-11-6748,Mandalay,Sports and travel,96.8,3,2019-03-15,Cash,5.3,2019,3,Friday,290.4,289.4,1.0034554250172771
470-31-3286,Mandalay,Health and beauty,14.82,3,2019-03-01,Credit card,8.7,2019,3,Friday,44.46,43.46,1.0230096640589048
152-68-2907,Yangon,Food and beverages,52.2,3,2019-02-15,Credit card,9.5,2019,2,Friday,156.60000000000002,155.60000000000002,1.006426735218509
123-35-4896,Naypyitaw,Sports and travel,46.66,9,2019-02-17,Ewallet,5.3,2019,2,Sunday,419.93999999999994,418.93999999999994,1.0023869766553684
258-69-7810,Naypyitaw,Fashion accessories,36.85,5,2019-01-26,Cash,9.2,2019,1,Saturday,184.25,183.25,1.005457025920873
334-64-2006,Yangon,Home and lifestyle,70.32,2,2019-03-24,Ewallet,9.6,2019,3,Sunday,140.64,139.64,1.0071612718418792
